Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,440,08/03/2023,31045182,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,07/03/2023,31045194,TPP - B&B payments to landlords,Inner City and East - Learning Disability - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,07/03/2023,31045199,TPP - B&B payments to landlords,Inner City and East - Mental Health - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,07/03/2023,31045205,TPP - B&B payments to landlords,Inner City and East - Mental Health - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,21/03/2023,31045206,TPP ? Supported Accommodation,Care Leavers - Service User Costs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,812,10/03/2023,31045381,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,204.00",08/03/2023,31045494,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,812,10/03/2023,31046218,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,494,17/03/2023,31047583,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"5,166.00",24/03/2023,31049589,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,660.00",24/03/2023,31049590,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,812,24/03/2023,31049592,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"1,134.00",24/03/2023,31049595,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,879,23/03/2023,31049596,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,016.00",23/03/2023,31049600,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,23/03/2023,31049602,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,672,23/03/2023,31049605,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,22/03/2023,31049608,TPP - B&B payments to landlords,Inner City and East - Mental Health - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,22/03/2023,31049609,TPP - B&B payments to landlords,Inner City and East - Mental Health - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,23/03/2023,31049610,TPP ? Supported Accommodation,Care Leavers - Service User Costs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"3,766.00",23/03/2023,31049613,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"4,236.00",23/03/2023,31049615,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,394.00",23/03/2023,31049616,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,850.00",23/03/2023,31049618,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"3,133.00",23/03/2023,31049619,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"3,192.00",23/03/2023,31049620,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"1,708.00",23/03/2023,31049621,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"1,670.00",23/03/2023,31049623,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,128.00",23/03/2023,31049625,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,128.00",23/03/2023,31049626,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"1,862.00",23/03/2023,31049629,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"3,072.00",23/03/2023,31049946,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"3,192.00",23/03/2023,31049948,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"1,708.00",23/03/2023,31049950,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,128.00",23/03/2023,31049953,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,356.00",23/03/2023,31049954,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"1,900.00",23/03/2023,31049955,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"5,100.00",23/03/2023,31049957,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,660.00",23/03/2023,31049958,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,812,23/03/2023,31049959,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"1,134.00",23/03/2023,31049960,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,994,23/03/2023,31049961,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,016.00",23/03/2023,31049962,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,23/03/2023,31049963,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,672,23/03/2023,31049965,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,23/03/2023,31049992,TPP - B&B payments to landlords,Inner City and East - Learning Disability - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"4,894.00",23/03/2023,31049993,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,23/03/2023,31049994,TPP ? Supported Accommodation,Care Leavers - Service User Costs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,584.00",23/03/2023,31049997,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,"2,736.00",23/03/2023,31049998,TPP - B&B payments to landlords,Interim Supported Housing
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,23/03/2023,31049999,TPP - B&B payments to landlords,Inner City and East - Mental Health - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,23/03/2023,31050000,TPP - B&B payments to landlords,Inner City and East - Mental Health - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,532,28/03/2023,31051100,TPP - B&B payments to landlords,Inner City and East - Learning Disability - 18-64
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,494,30/03/2023,31051401,TPP ? Supported Accommodation,Care Leavers - Service User Costs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,812,30/03/2023,31051553,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Top Drawer Properties,812,31/03/2023,31053789,TPP ? Supported Accommodation,Asylum Seekers-Asylum & Immigration
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Kaymac Marine & Civil Engineering Ltd,"1,995.00",06/03/2023,31040988,R&M - Departmental response (Internal),Docks Engineering
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Kendall Kingscott Ltd,"1,050.00",31/03/2023,31049671,Services - Fees and Charges,Climate and Ecological Emergency Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31039107,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041760,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041761,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041762,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041763,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041764,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041765,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,131.45",10/03/2023,31041766,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,131.45",10/03/2023,31041767,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,206.88",10/03/2023,31041768,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041770,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041771,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041772,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041773,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041774,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041776,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041777,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041778,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041780,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041781,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,225.28",10/03/2023,31041782,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041783,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041784,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31041785,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31041786,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31042350,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31042355,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31042356,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31042358,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31042359,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,148.70",10/03/2023,31042404,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31042405,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31042418,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31042419,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31042420,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,206.88",10/03/2023,31042421,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,590.88",10/03/2023,31042429,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Key 2 Futures Ltd,"1,491.45",10/03/2023,31042430,TPP - Placement Foster Care Agency,External Supported Accommodation
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Transoft Solutions (UK) Ltd,"5,116.00",24/03/2023,31046763,Computing - Licences,City Design - Engineering Design Team
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,King Sound Reinforcement Limited,436.55,15/03/2023,31047344,Equipment - Purchase,Collections - Curatorial
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,King Sound Reinforcement Limited,653.57,27/03/2023,31051638,Equipment - Purchase,Engagement - Programming
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Knowle West Health Park Company,"15,950.00",17/03/2023,93037062,TPP - Payments to voluntary groups,CEV Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Knowle West Media Centre,"39,356.67",10/03/2023,93034517,TPP - Grants,South Bristol Enterprise Support (SBES)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Knowle West Media Centre,"4,800.00",23/03/2023,93042818,TPP - Payments to voluntary groups,Voluntary Sector Investment
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,KPR Engineering (M&E) Ltd,"2,379.86",06/03/2023,31041664,R&M - Departmental response (Internal),Docks Engineering
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,K & S Services,421.77,23/03/2023,31046263,Materials,Delivery of Service - Removal of Internal Trading
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lambert Smith Hampton,"4,999.00",31/03/2023,31047636,Services - Consultants,23FS667 - BottleYard Studios Review
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Landscape Services Ltd (South West) Ltd,"1,471.20",10/03/2023,31042156,Grounds Maintenance - Non Contract,Bottleyard
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Leader Air Conditioning Ltd,490,27/03/2023,31046784,R&M - Departmental planned (external),BMAG
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"1,755.00",06/03/2023,31037285,Services - Professional Fees,HNB: Special Placements Post 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"1,755.00",06/03/2023,31037286,Services - Professional Fees,HNB: Special Placements Post 16
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"100,513.00",06/03/2023,31045552,Services - Professional Fees,HNB: ALP Spot Purchase
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"50,256.50",07/03/2023,31045553,Services - Professional Fees,HNB: ALP Spot Purchase
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"65,333.45",07/03/2023,31045554,Services - Professional Fees,HNB: ALP Spot Purchase
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,480,08/03/2023,31046234,Services - Fees and Charges,Safer Options
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"83,282.20",24/03/2023,31046475,Services - Professional Fees,HNB: ALP Spot Purchase
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"49,969.32",24/03/2023,31046476,Services - Professional Fees,HNB: ALP Spot Purchase
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"41,641.10",24/03/2023,31046477,Services - Professional Fees,HNB: ALP Spot Purchase
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"14,245.87",14/03/2023,93034610,TPP - Grants,Holiday Activities and Food Programme 2021
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Learning Partnership West Cic,"1,344.30",14/03/2023,93034637,TPP - Grants,Holiday Activities and Food Programme 2021
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Leitz Tooling UK Ltd,961.82,29/03/2023,31048596,Materials,Joinery Shop Trades
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Leitz Tooling UK Ltd,13.95,29/03/2023,31048596,Materials,Joinery Shop Trades
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Lennard Surgery,"2,750.91",29/03/2023,31042416,Services - Supplies and Services to service users,Public Health Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Levitt Bernstein Associates Ltd,"21,236.00",22/03/2023,31048730,External Professional Fees,Capital - Bristol Beacon
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Levitt Bernstein Associates Ltd,"11,434.00",29/03/2023,31051782,External Professional Fees,Capital - Bristol Beacon
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Zion Bristol Ltd,"1,994.88",15/03/2023,93034510,Grants,South Bristol Enterprise Support (SBES)
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lifecycle UK,839.54,15/03/2023,31045765,Vehicle Maintenance - Repairs,CAZ Sustainable Travel Team
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lifecycle UK,160,15/03/2023,31045766,Vehicle Maintenance - Repairs,CAZ Sustainable Travel Team
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lifecycle UK,480,15/03/2023,31045766,Vehicle Maintenance - Repairs,CAZ Sustainable Travel Team
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lifeskills Learning for Living,"5,000.00",24/03/2023,31049670,TPP - Payments to voluntary groups,Community Safety
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lifeskills Learning for Living,"1,000.00",03/03/2023,93029064,Donations,Road Safety ETP
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lifting Gear & Safety Ltd,483.67,17/03/2023,31045880,R&M - Departmental planned (internal),Marine Services
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lift West Ltd,"1,276.50",17/03/2023,31045990,R&M - Departmental planned (internal),Marine Services
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Liquidlogic Ltd,"167,973.65",31/03/2023,31053199,Computing - Repair and Maint,"Applications S&M, Licensing"
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lister Wilder Ltd,"8,985.00",29/03/2023,31048642,Materials,Grounds Maintenance
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lister Wilder Ltd,"1,672.50",31/03/2023,31049947,Materials,Rapid Response Project
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Local Taxis,"2,182.00",06/03/2023,31045361,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Local Taxis,"1,700.00",27/03/2023,31049771,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lyreco UK Limited,630,23/03/2023,31048689,Stationery,Centralisation of Stationery Budgets
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,360.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,060.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,800.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,240,09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,165.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,800.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,480,09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,340.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,516.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"1,900.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,160,09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"4,025.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,600.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,940.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"4,600.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,280.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,200.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,200.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,200.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"2,520.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,200.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Magans Taxis,"3,435.00",09/03/2023,31046363,Transport Dept Charges,HTST - Non Salary Travel
